index,Name,Location,Year,Fuel_Type,Transmission,Owner_Type,Seats,Price,age,KM_Driven,make,mileage_new,engine_new,power_new
3549,Honda Amaze S AT i-Vtech,Mumbai,2014,Petrol,Automatic,First,5,4.45,5,39,honda,15.5,1198,86.7
3550,Honda City i-DTEC ZX,Pune,2017,Diesel,Manual,First,5,12,2,42,honda,25.6,1498,98.6
3551,Tata Indigo GLE,Chennai,2008,Petrol,Manual,First,5,0.8,11,73,tata,14.4,1396,65
3552,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,Diesel,Manual,First,5,5.95,1,48,hyundai,24,1186,73.97
3558,Ford Figo Diesel ZXI,Delhi,2014,Diesel,Manual,First,5,3.47,5,66,ford,20,1399,68.05
3562,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,Petrol,Manual,First,5,3.1,7,52,volkswagen,16.47,1198,73.9
3563,Maruti S Cross DDiS 200 Delta,Hyderabad,2015,Diesel,Manual,First,5,7.99,4,61,maruti,23.65,1248,88.5
3565,Maruti Ertiga ZDI,Bangalore,2015,Diesel,Manual,First,7,8.75,4,74,maruti,20.77,1248,88.8
3566,Hyundai i10 Asta Sunroof AT,Hyderabad,2013,Petrol,Automatic,First,5,4.19,6,89,hyundai,19.2,1197,80
3568,Honda City ZX VTEC,Jaipur,2006,Petrol,Manual,Second,5,2.11,13,95,honda,16.9,1497,100
3569,Mahindra KUV 100 G80 K8,Jaipur,2018,Petrol,Manual,First,6,6.25,1,15,mahindra,18.15,1198,82
3573,Ford Figo Diesel ZXI,Coimbatore,2013,Diesel,Manual,First,5,4.45,6,65,ford,20,1399,68.05
3575,Chevrolet Aveo U-VA 1.2 LS,Hyderabad,2007,Petrol,Manual,First,5,1.75,12,33,chevrolet,15.26,1150,74.9
3576,Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,2016,Diesel,Manual,First,5,5.1,3,71,ford,25.83,1498,99
3578,Maruti Baleno Zeta CVT,Kolkata,2016,Petrol,Automatic,First,5,5.74,3,20,maruti,21.4,1197,83.1
3579,Maruti Swift LXi BSIV,Hyderabad,2010,Petrol,Manual,First,5,3.3,9,71,maruti,16.1,1197,85
3582,Maruti Dzire AMT ZDI Plus,Chennai,2017,Diesel,Automatic,First,5,8.9,2,19,maruti,28.4,1248,73.75
3588,Hyundai EON Era Plus,Jaipur,2013,Petrol,Manual,First,5,1.8,6,70,hyundai,21.1,814,55.2
3591,Maruti Ertiga VDI,Delhi,2014,Diesel,Manual,First,7,5.99,5,54,maruti,20.77,1248,88.76
3592,Honda Amaze E i-Vtech,Kochi,2015,Petrol,Manual,First,5,4.94,4,51,honda,18,1198,86.7
3593,Ford Fiesta 1.4 Duratec ZXI,Jaipur,2007,Petrol,Manual,Third,5,1.5,12,125,ford,16.6,1388,68
3596,Maruti Ertiga ZDI,Delhi,2014,Diesel,Manual,First,7,6.5,5,22,maruti,20.77,1248,88.8
3597,Hyundai Grand i10 CRDi Sportz,Delhi,2013,Diesel,Manual,First,5,3.71,6,63,hyundai,24,1120,70
3598,Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,Petrol,Manual,First,5,5,1,31,hyundai,20.14,1197,81.86
3599,Hyundai i10 Era,Ahmedabad,2008,Petrol,Manual,First,5,1.99,11,60,hyundai,19.81,1086,68.05
3600,Honda Amaze S i-Vtech,Mumbai,2017,Petrol,Manual,First,5,4.25,2,32,honda,18,1198,86.7
3602,Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,Petrol,Manual,First,5,2.95,8,9,hyundai,20.36,1197,78.9
3603,Renault KWID RXT Optional,Pune,2018,Petrol,Manual,First,5,3.5,1,5,renault,25.17,799,53.3
3605,Maruti Alto 800 LXI Airbag,Jaipur,2015,Petrol,Manual,First,5,2.75,4,50,maruti,22.74,796,47.3
3609,Volkswagen Polo 1.2 MPI Comfortline,Pune,2011,Petrol,Manual,First,5,2.7,8,36,volkswagen,16.2,1199,74
3610,Hyundai Creta 1.4 E Plus Diesel,Mumbai,2017,Diesel,Manual,First,5,9.9,2,35,hyundai,21.38,1396,88.7
3615,Maruti Swift Dzire VDI,Kolkata,2014,Diesel,Manual,First,5,3.96,5,38,maruti,23.4,1248,74
3616,Maruti Ertiga ZDI,Chennai,2015,Diesel,Manual,First,7,8.25,4,40,maruti,20.77,1248,88.8
3617,Hyundai i20 1.2 Spotz,Coimbatore,2018,Petrol,Manual,First,5,7.58,1,20,hyundai,18.6,1197,81.83
3618,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,Diesel,Manual,First,5,3.99,5,73,hyundai,24,1120,70
3623,Maruti Alto LXi,Hyderabad,2007,Petrol,Manual,First,5,1.75,12,52,maruti,19.7,796,46.3
3625,Hyundai Verna 1.4 CRDi GL,Kolkata,2012,Diesel,Manual,First,5,4.1,7,38,hyundai,24.8,1396,88.7
3626,Ford Figo Diesel ZXI,Coimbatore,2015,Diesel,Manual,First,5,3.56,4,92,ford,20,1399,68
3631,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,Diesel,Manual,First,5,9.5,2,32,ford,22.7,1498,89.84
3634,Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,2016,Diesel,Manual,First,5,5.1,3,100,ford,25.83,1498,99
3636,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,Diesel,Manual,First,5,1.6,9,135,ford,13.8,1399,68
3639,Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2012,Petrol,Automatic,First,5,3.85,7,56,hyundai,15,1396,98.6
3641,Renault KWID RXT,Bangalore,2016,Petrol,Manual,First,5,3.5,3,20,renault,25.17,799,53.3
3642,Chevrolet Spark 1.0 LT,Chennai,2008,Petrol,Manual,Third,5,1.1,11,62,chevrolet,18,995,62
3646,Maruti Swift Dzire VDI,Hyderabad,2015,Diesel,Manual,First,5,7.95,4,62,maruti,26.59,1248,74
3647,Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,Diesel,Manual,First,5,5.49,2,60,hyundai,25.4,1186,73.97
3648,Honda Jazz V CVT,Mumbai,2017,Petrol,Automatic,First,5,6.95,2,17,honda,19,1199,88.7
3650,Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,Diesel,Manual,Second,5,4.45,6,123,ford,17.8,1399,67
3651,Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,Diesel,Manual,First,5,6.99,3,45,maruti,25.1,1248,88.5
3653,Maruti Baleno Zeta Automatic,Kochi,2018,Petrol,Automatic,First,5,7.54,1,25,maruti,21.4,1197,83.1
3654,Maruti Ritz LDi,Bangalore,2016,Diesel,Manual,First,5,3.65,3,120,maruti,23.2,1248,73.94
3656,Chevrolet Spark 1.0 LT,Kolkata,2012,Petrol,Manual,First,5,1.4,7,11,chevrolet,16.2,995,62.1
3657,Hyundai i20 1.2 Spotz,Mumbai,2017,Petrol,Manual,First,5,6.45,2,3,hyundai,18.6,1197,81.83
3658,Hyundai Xcent 1.1 CRDi Base,Hyderabad,2016,Diesel,Manual,First,5,4.4,3,106,hyundai,24.4,1120,71
3659,Honda Jazz 1.2 V CVT i VTEC,Delhi,2015,Petrol,Automatic,First,5,5.95,4,27,honda,19,1199,88.7
3660,Honda Brio S MT,Ahmedabad,2013,Petrol,Manual,First,5,3.9,6,11,honda,19.4,1198,86.8
3663,Hyundai Xcent 1.1 CRDi Base,Pune,2017,Diesel,Manual,First,5,4.5,2,73,hyundai,24.4,1120,71
3664,Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,Diesel,Manual,First,5,7.5,4,55,ford,22.7,1498,89.84
3665,Tata Nano XTA,Coimbatore,2017,Petrol,Automatic,First,4,3.41,2,18,tata,21.9,624,37.48
3666,Honda Brio VX,Pune,2013,Petrol,Manual,Second,5,3.25,6,45,honda,19.4,1198,86.8
3667,Maruti Ertiga SHVS ZDI Plus,Hyderabad,2016,Diesel,Manual,First,7,8.3,3,112,maruti,24.52,1248,88.5
3668,Hyundai i10 Sportz 1.2,Bangalore,2010,Petrol,Manual,First,5,3.45,9,29,hyundai,20.36,1197,78.9
3674,Maruti Eeco 7 Seater Standard,Coimbatore,2016,Petrol,Manual,First,7,4.3,3,42,maruti,15.1,1196,73
3675,Maruti Swift VDI,Ahmedabad,2012,Diesel,Manual,First,5,3.9,7,65,maruti,22.9,1248,74
3676,Maruti Baleno Zeta Automatic,Pune,2016,Petrol,Automatic,First,5,6.41,3,27,maruti,21.4,1197,83.1
3678,Hyundai Xcent 1.2 Kappa S,Chennai,2014,Petrol,Manual,First,5,3.85,5,51,hyundai,19.1,1197,82
3681,Volkswagen CrossPolo 1.5 TDI,Hyderabad,2015,Diesel,Manual,First,5,5.7,4,80,volkswagen,20.14,1498,88.73
3682,Maruti Ignis 1.2 Delta,Kochi,2019,Petrol,Manual,First,5,5.5,0,12,maruti,20.89,1197,81.8
3683,Maruti Swift VDI BSIV,Chennai,2016,Diesel,Manual,First,5,5.9,3,49,maruti,25.2,1248,74
3688,Renault Duster 85PS Diesel RxL,Ahmedabad,2014,Diesel,Manual,First,5,4.75,5,55,renault,19.87,1461,83.8
3691,Hyundai Grand i10 Sportz,Pune,2016,Petrol,Manual,Second,5,4.7,3,13,hyundai,18.9,1197,82
3692,Ford Fiesta 1.4 ZXi Duratec,Pune,2008,Petrol,Manual,Second,5,1.49,11,76,ford,16.6,1388,68
3693,Hyundai Xcent 1.1 CRDi S,Mumbai,2016,Diesel,Manual,Second,5,4.5,3,63,hyundai,24.4,1120,71
3694,Honda Amaze VX i-DTEC,Hyderabad,2014,Diesel,Manual,First,5,5.4,5,74,honda,25.8,1498,98.6
3699,Honda City ZX CVT,Hyderabad,2007,Petrol,Automatic,First,5,3.25,12,81,honda,16.4,1497,78
3700,Volkswagen Ameo 1.2 MPI Comfortline,Kochi,2018,Petrol,Manual,First,5,5.84,1,17,volkswagen,17,1198,73.75
3701,Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,2016,Petrol,Manual,First,5,5.75,3,18,volkswagen,17,1198,73.75
3703,Maruti Wagon R VXI,Mumbai,2006,Petrol,Manual,Second,5,1.05,13,141,maruti,18.9,998,67.1
3707,Honda Mobilio V Option i DTEC,Mumbai,2014,Diesel,Manual,Second,7,4.85,5,80,honda,24.2,1498,98.6
3710,Ford Fiesta 1.4 TDCi EXI,Bangalore,2011,Diesel,Manual,First,5,3.2,8,85,ford,17.8,1399,68
3711,Maruti Swift Dzire LDI,Chennai,2016,Diesel,Manual,First,5,4.5,3,91,maruti,26.59,1248,74
3715,Mahindra Quanto C8,Kochi,2014,Diesel,Manual,First,7,3.45,5,58,mahindra,17.21,1493,100
3718,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,Diesel,Manual,First,5,3.75,6,77,volkswagen,22.07,1199,73.9
3720,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2012,Diesel,Manual,First,7,8.2,7,85,toyota,12.99,2494,100
3721,Honda City 1.5 EXI,Jaipur,2005,Petrol,Manual,Third,5,1.1,14,123,honda,13,1493,100
3723,Maruti Alto 800 2016-2019 LXI Optional,Chennai,2015,Petrol,Manual,First,5,2.45,4,63,maruti,24.7,796,47.3
3725,Maruti Swift Dzire LDI,Kolkata,2017,Diesel,Manual,First,5,3,2,60,maruti,26.59,1248,74
3726,Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,Diesel,Manual,First,5,9.25,2,33,maruti,24.3,1248,88.5
3729,Hyundai i20 Sportz Option Diesel,Kochi,2013,Diesel,Manual,First,5,3.45,6,67,hyundai,23,1396,90
3732,Maruti Celerio ZXI AMT,Coimbatore,2017,Petrol,Automatic,First,5,5.25,2,35,maruti,23.1,998,67.04
3734,Hyundai i10 Sportz AT,Delhi,2012,Petrol,Automatic,First,5,2.9,7,62,hyundai,16.95,1197,78.9
3736,Hyundai Grand i10 Sportz,Kochi,2018,Petrol,Manual,First,5,5.8,1,43,hyundai,18.9,1197,82
3737,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,Petrol,Automatic,First,5,7.22,2,28,hyundai,18.9,1197,82
3738,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,Petrol,Manual,First,5,4.87,3,29,hyundai,18.9,1197,81.86
3739,Volkswagen Polo 1.2 MPI Comfortline,Delhi,2013,Petrol,Manual,First,5,3.3,6,63,volkswagen,16.47,1198,74
3740,Honda City ZX EXi,Hyderabad,2007,Petrol,Manual,Second,5,3,12,91,honda,17.7,1497,78
3742,Maruti Omni 8 Seater BSIV,Hyderabad,2017,Petrol,Manual,First,5,2.9,2,24,maruti,14,796,35
3744,Maruti Alto 800 LXI,Hyderabad,2015,Petrol,Manual,First,5,2.36,4,24,maruti,22.74,796,47.3
3745,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,Diesel,Manual,First,5,11.39,2,26,maruti,24.3,1248,88.5
3747,Maruti Vitara Brezza ZDi,Delhi,2016,Diesel,Manual,First,5,8,3,35,maruti,24.3,1248,88.5
3748,Hyundai i20 1.2 Spotz,Kochi,2017,Petrol,Manual,First,5,7.11,2,51,hyundai,18.6,1197,81.83
3750,Maruti Alto LXi,Hyderabad,2009,Petrol,Manual,First,5,2.15,10,65,maruti,19.7,796,46.3
3751,Honda Amaze S i-Vtech,Kolkata,2013,Petrol,Manual,First,5,3.25,6,40,honda,18,1198,86.7
3753,Hyundai Grand i10 CRDi Magna,Mumbai,2013,Diesel,Manual,First,5,4.61,6,71,hyundai,24,1120,70
3755,Hyundai Grand i10 CRDi Magna,Chennai,2014,Diesel,Manual,Second,5,4.05,5,33,hyundai,24,1120,70
3756,Maruti 800 AC Uniq,Jaipur,2009,Petrol,Manual,Second,4,0.8,10,22,maruti,16.1,796,37
3757,Toyota Etios Liva Diesel,Hyderabad,2014,Diesel,Manual,First,5,5.6,5,59,toyota,23.59,1364,67.1
3758,Hyundai i20 Magna 1.4 CRDi,Delhi,2015,Diesel,Manual,First,5,5.35,4,44,hyundai,22.54,1396,88.73
3759,Maruti Alto K10 VXI,Mumbai,2017,Petrol,Manual,First,5,3.25,2,12,maruti,24.07,998,67.1
3761,Maruti Celerio VXI AT,Pune,2016,Petrol,Automatic,First,5,4.25,3,38,maruti,23.1,998,67.04
3765,Maruti Swift Dzire VXI,Pune,2016,Petrol,Manual,First,5,5.3,3,32,maruti,19.1,1197,85.8
3767,Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,Diesel,Manual,First,5,9.43,5,69,toyota,21.43,1364,87.2
3768,Hyundai i20 2015-2017 1.2 Magna,Pune,2012,Petrol,Manual,First,5,2.75,7,39,hyundai,18.5,1197,80
3771,Maruti Baleno RS 1.0 Petrol,Chennai,2017,Petrol,Manual,First,5,6.95,2,46,maruti,21.1,998,100
3772,Nissan Sunny 2011-2014 XL AT Special Edition,Chennai,2015,Petrol,Automatic,First,5,6.75,4,27,nissan,17.97,1498,99.6
3773,Hyundai Grand i10 AT Asta,Chennai,2015,Petrol,Automatic,First,5,5.5,4,15,hyundai,18.9,1197,82
3775,Hyundai Xcent 1.2 Kappa S,Jaipur,2014,Petrol,Manual,First,5,4.15,5,12,hyundai,19.1,1197,82
3777,Maruti Wagon R VXI 1.2,Kochi,2015,Petrol,Manual,First,5,4.11,4,49,maruti,21.5,1197,81.8
3779,Toyota Etios Liva G,Kochi,2015,Petrol,Manual,First,5,4.56,4,52,toyota,17.71,1197,78.9
3781,Toyota Etios Liva GD,Coimbatore,2015,Diesel,Manual,First,5,5.27,4,49,toyota,23.59,1364,67.06
3782,Mahindra Thar DI 4X4,Kochi,2019,Diesel,Manual,First,7,9.11,0,13,mahindra,18.06,2523,63
3785,Hyundai Creta 1.4 CRDi S,Delhi,2016,Diesel,Manual,First,5,10.17,3,42,hyundai,21.38,1396,88.7
3786,Maruti Swift VDI,Pune,2014,Diesel,Manual,First,5,4.5,5,115,maruti,28.4,1248,74
3788,Maruti Alto LXi BSIII,Kochi,2012,Petrol,Manual,Second,5,2.47,7,14,maruti,19.7,796,46.3
3789,Maruti S Cross DDiS 200 Alpha,Ahmedabad,2016,Diesel,Manual,First,5,7.9,3,58,maruti,23.65,1248,88.5
3790,Hyundai EON Era,Hyderabad,2011,Petrol,Manual,First,5,2.3,8,68,hyundai,21.1,814,55.2
3792,Hyundai EON Era,Hyderabad,2016,Petrol,Manual,First,5,3.25,3,30,hyundai,21.1,814,55.2
3793,Tata Zest Quadrajet 1.3 XT,Bangalore,2017,Diesel,Manual,First,5,5.85,2,27,tata,20.65,1248,88.7
3798,Maruti Baleno RS 1.0 Petrol,Kochi,2018,Petrol,Manual,First,5,8.32,1,18,maruti,21.1,998,100
3801,Hyundai i10 Sportz 1.2,Hyderabad,2013,Petrol,Manual,First,5,3.45,6,59,hyundai,20.36,1197,78.9
3802,Hyundai Grand i10 Asta Option,Mumbai,2017,Petrol,Manual,First,5,5.15,2,13,hyundai,18.9,1197,82
3803,Honda Brio S MT,Kochi,2014,Petrol,Manual,First,5,3.51,5,74,honda,19.4,1198,86.8
3804,Hyundai i20 Magna 1.4 CRDi (Diesel),Kolkata,2015,Diesel,Manual,First,5,3.45,4,45,hyundai,21.9,1396,88.76
3805,Volkswagen Polo Petrol Highline 1.2L,Pune,2013,Petrol,Manual,First,5,3.75,6,57,volkswagen,16.47,1198,73.9
3806,Honda City 1.5 EXI,Pune,2001,Petrol,Manual,Second,5,1.45,18,125,honda,13,1493,100
3807,Skoda Octavia Ambiente 1.9 TDI,Delhi,2008,Diesel,Manual,First,5,2.2,11,80,skoda,18.7,1896,66
3811,Honda Mobilio V i DTEC,Kolkata,2014,Diesel,Manual,First,7,5,5,45,honda,24.2,1498,98.6
3812,Maruti Ertiga VDI,Pune,2012,Diesel,Manual,Second,7,5.9,7,105,maruti,20.77,1248,88.76
3813,Hyundai Grand i10 Sportz,Mumbai,2013,Petrol,Manual,First,5,3.75,6,26,hyundai,18.9,1197,82
3815,Honda Amaze VX i-Vtech,Chennai,2014,Petrol,Manual,First,5,4.75,5,48,honda,18,1198,86.7
3817,Hyundai i20 1.2 Spotz,Chennai,2017,Petrol,Manual,First,5,6.95,2,5,hyundai,18.6,1197,81.83
3818,Volkswagen Ameo 1.2 MPI Highline Plus 16,Mumbai,2016,Petrol,Manual,First,5,5.4,3,16,volkswagen,17,1198,73.75
3820,Maruti Alto K10 VXI,Chennai,2011,Petrol,Manual,First,5,2.15,8,28,maruti,24.07,998,67.1
3821,Maruti Alto Std,Jaipur,2005,Petrol,Manual,First,5,0.9,14,49,maruti,19.7,796,46.3
3822,Maruti Wagon R VXI BS IV,Kolkata,2016,Petrol,Manual,First,5,3.5,3,12,maruti,20.51,998,67.04
3823,Fiat Linea 1.3 Emotion,Kochi,2016,Diesel,Manual,First,5,5.85,3,56,fiat,20.4,1248,92
3824,Maruti Swift Dzire Vdi BSIV,Pune,2010,Diesel,Manual,First,5,3.15,9,105,maruti,19.3,1248,73.9
3825,Renault Scala Diesel RxL,Pune,2016,Diesel,Manual,First,5,6,3,52,renault,21.64,1461,84.8
3826,Hyundai i20 Magna,Kolkata,2010,Petrol,Manual,First,5,2.23,9,38,hyundai,18.5,1197,80
3827,Hyundai Xcent 1.2 Kappa SX Option,Bangalore,2016,Petrol,Manual,First,5,2.5,3,50,hyundai,19.1,1197,82
3828,Maruti Wagon R LXI,Kochi,2015,Petrol,Manual,First,5,3.87,4,50,maruti,18.9,998,67.1
3832,Hyundai Santro Xing GLS,Chennai,2010,Petrol,Manual,Second,5,1.5,9,115,hyundai,17.92,1086,62.1
3837,Maruti Wagon R LXI BS IV,Kolkata,2017,Petrol,Manual,First,5,3,2,8,maruti,20.51,998,67.04
3838,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,Diesel,Manual,First,5,11,1,28,maruti,24.3,1248,88.5
3840,Maruti Dzire New,Pune,2016,Diesel,Automatic,First,5,7.65,3,30,maruti,26.59,1248,74
3842,Maruti Ertiga ZDI Plus,Hyderabad,2016,Diesel,Manual,First,7,9.9,3,42,maruti,25.47,1248,88.5
3843,Hyundai Accent GLE,Mumbai,2010,Petrol,Manual,First,5,2.05,9,32,hyundai,13.2,1495,94
3844,Hyundai i20 1.2 Sportz,Kolkata,2016,Petrol,Manual,First,5,5.25,3,19,hyundai,17,1197,80
3846,Maruti Alto LX,Hyderabad,2010,Petrol,Manual,First,5,1.95,9,94,maruti,19.7,796,46.3
3848,Maruti Wagon R LXI,Delhi,2012,Petrol,Manual,First,5,2.6,7,68,maruti,18.9,998,67.1
3849,Hyundai i20 1.2 Sportz,Ahmedabad,2011,Petrol,Manual,Second,5,3.25,8,72,hyundai,17,1197,80
3850,Maruti Ritz VDi,Hyderabad,2010,Diesel,Manual,First,5,3.85,9,75,maruti,21.1,1248,73.9
3853,Honda Brio V MT,Pune,2013,Petrol,Manual,First,5,3.25,6,50,honda,19.4,1198,86.8
3855,Maruti Swift Dzire VDi,Jaipur,2014,Diesel,Manual,First,5,5.31,5,65,maruti,19.3,1248,73.9
3857,Hyundai i10 Sportz 1.1L,Kolkata,2016,Petrol,Manual,First,5,3.59,3,7,hyundai,19.81,1086,68.05
3858,Maruti Ciaz ZXi Plus,Kochi,2016,Petrol,Manual,First,5,7.35,3,43,maruti,20.73,1373,91.1
3860,Hyundai Grand i10 Sportz,Coimbatore,2017,Petrol,Manual,First,5,6.02,2,23,hyundai,18.9,1197,82
3865,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,Diesel,Manual,First,5,5.5,5,60,ford,22.7,1498,89.84
3866,Hyundai i20 Sportz 1.2,Kolkata,2015,Petrol,Manual,First,5,4.43,4,35,hyundai,18.6,1197,81.83
3868,Hyundai EON Magna,Ahmedabad,2014,Petrol,Manual,First,5,2.65,5,47,hyundai,22,814,55
3870,Toyota Etios G Safety,Delhi,2011,Petrol,Manual,First,5,3.2,8,36,toyota,17.6,1496,88.7
3871,Maruti Swift Dzire Tour LDI,Chennai,2016,Diesel,Manual,First,5,4.25,3,75,maruti,23.4,1248,74
3872,Maruti Alto LXi,Kolkata,2008,Petrol,Manual,First,5,1.1,11,38,maruti,19.7,796,46.3
3873,Maruti Celerio ZXI,Chennai,2015,Petrol,Manual,First,5,4.3,4,57,maruti,23.1,998,67.04
3874,Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2015,Diesel,Manual,First,5,8.9,4,45,ford,22.7,1498,89.84
3877,Maruti Swift Ldi BSIII,Hyderabad,2008,Diesel,Manual,First,5,4.25,11,76,maruti,17.8,1248,75
3879,Honda Jazz 1.2 VX i VTEC,Mumbai,2016,Petrol,Manual,First,5,5.95,3,28,honda,18.7,1199,88.7
3881,Fiat Grande Punto 1.2 Dynamic,Kolkata,2011,Petrol,Manual,Second,5,1.25,8,25,fiat,15.7,1172,67
3883,Maruti Ertiga ZXI,Pune,2013,Petrol,Manual,First,7,5.5,6,82,maruti,16.02,1373,93.7
3884,Nissan Micra XL,Chennai,2013,Petrol,Manual,First,5,3.25,6,30,nissan,18.44,1198,75
3886,Toyota Etios VX,Coimbatore,2016,Petrol,Manual,First,5,6.58,3,33,toyota,16.78,1496,88.73
3888,Honda Jazz 1.2 SV i VTEC,Kochi,2017,Petrol,Manual,First,5,6.14,2,41,honda,18.7,1199,88.7
3889,Maruti Dzire VDI,Jaipur,2013,Diesel,Manual,First,5,4.95,6,77,maruti,28.4,1248,73.75
3892,Hyundai Grand i10 AT Asta,Coimbatore,2015,Petrol,Automatic,First,5,5.72,4,69,hyundai,18.9,1197,82
3896,Maruti Swift Dzire VDi,Hyderabad,2010,Diesel,Manual,First,5,3.85,9,130,maruti,19.3,1248,73.9
3900,Maruti Ertiga LXI,Ahmedabad,2012,Petrol,Manual,First,7,5.75,7,28,maruti,16.02,1373,93.7
3902,Maruti 800 AC,Jaipur,2010,Petrol,Manual,Second,4,0.9,9,70,maruti,16.1,796,37
3904,Maruti Swift Dzire VXI,Kolkata,2014,Petrol,Manual,First,5,3.99,5,45,maruti,19.1,1197,85.8
3906,Hyundai Grand i10 CRDi Sportz,Kolkata,2014,Diesel,Manual,First,5,3.5,5,43,hyundai,24,1120,70
3908,Hyundai i10 Magna,Coimbatore,2011,Petrol,Manual,First,5,3.65,8,50,hyundai,20.36,1197,78.9
3909,Hyundai Grand i10 AT Asta,Bangalore,2014,Petrol,Automatic,First,5,5.4,5,21,hyundai,18.9,1197,82
3910,Maruti Baleno Alpha Diesel,Mumbai,2018,Diesel,Manual,First,5,8.7,1,2,maruti,27.39,1248,74
3913,Maruti Ritz VDi,Kolkata,2011,Diesel,Manual,First,5,1.89,8,35,maruti,21.1,1248,73.9
3914,Maruti Swift Dzire Tour LDI,Kolkata,2015,Diesel,Manual,First,5,4,4,168,maruti,23.4,1248,74
3916,Maruti Ertiga SHVS VDI,Hyderabad,2015,Diesel,Manual,First,7,7.85,4,93,maruti,24.52,1248,88.5
3920,Skoda Octavia Classic 1.9 TDI MT,Pune,2005,Diesel,Manual,Third,5,1.25,14,88,skoda,18.7,1896,66
3921,Volkswagen Polo 1.5 TDI Trendline,Delhi,2014,Diesel,Manual,First,5,3.95,5,32,volkswagen,20.14,1498,88.8
3922,Hyundai Santro Xing GL Plus,Pune,2012,Petrol,Manual,Second,5,1.6,7,79,hyundai,17.92,1086,62.1
3923,Hyundai Accent GLE,Hyderabad,2004,Petrol,Manual,First,5,0.6,15,110,hyundai,13.2,1495,94
3924,Hyundai EON D Lite Plus,Coimbatore,2014,Petrol,Manual,Second,5,3.39,5,45,hyundai,21.1,814,55.2
3926,Maruti Ignis 1.3 Zeta,Mumbai,2017,Diesel,Manual,First,5,5.91,2,19,maruti,26.8,1248,74
3928,Maruti Swift Dzire VXi,Mumbai,2012,Petrol,Manual,First,5,3.75,7,15,maruti,17.5,1298,85.8
3931,Honda Brio S MT,Delhi,2015,Petrol,Manual,First,5,3.8,4,44,honda,19.4,1198,86.8
3932,Toyota Etios Liva GD,Delhi,2014,Diesel,Manual,First,5,4.35,5,63,toyota,23.59,1364,67.04
3934,Tata Indigo CS eGVX,Kolkata,2015,Petrol,Manual,First,5,3,4,103,tata,15.64,1193,64.08
3937,Ford Ecosport 1.5 DV5 MT Titanium,Pune,2014,Diesel,Manual,First,5,5.45,5,72,ford,22.7,1498,89.84
3938,Maruti Wagon R VXI,Mumbai,2010,Petrol,Manual,First,5,2.7,9,19,maruti,18.9,998,67.1
3940,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,Diesel,Manual,First,5,5.8,4,75,volkswagen,20.14,1498,88.8
3941,Tata Indica GLS BS IV,Pune,2007,Petrol,Manual,Second,5,0.95,12,137,tata,15.3,1193,65.3
3942,Maruti 800 Std BSIII,Jaipur,2002,Petrol,Manual,Second,4,0.63,17,53,maruti,16.1,796,37
3944,Maruti Alto K10 LXI Optional,Pune,2016,Petrol,Manual,First,5,3,3,7,maruti,24.07,998,67.1
3946,Maruti Swift Dzire VDI Optional,Hyderabad,2016,Diesel,Manual,First,5,6,3,30,maruti,26.59,1248,74
3947,Maruti Ciaz VDi Plus SHVS,Mumbai,2016,Diesel,Manual,First,5,7.65,3,38,maruti,28.09,1248,88.5
3949,Ford Figo Diesel ZXI,Kolkata,2013,Diesel,Manual,First,5,2.25,6,22,ford,20,1399,68
3952,Ford Figo Petrol ZXI,Coimbatore,2011,Petrol,Manual,First,5,3.46,8,51,ford,15.6,1196,70
3953,Honda Jazz Exclusive CVT,Mumbai,2018,Petrol,Automatic,First,5,8.25,1,3,honda,19,1199,88.7
3954,Maruti Zen LXi - BS III,Pune,2006,Petrol,Manual,First,5,1.25,13,67,maruti,17.3,993,60
3956,Maruti Ciaz ZDi Plus,Jaipur,2015,Diesel,Manual,First,5,7.4,4,65,maruti,26.21,1248,88.5
